2069.4556093226242
3.2666101766840794
This is Ipopt version 3.12.3, running with linear solver mumps.
NOTE: Other linear solvers might be more efficient (see Ipopt documentation).

Number of nonzeros in equality constraint Jacobian...:   672254
Number of nonzeros in inequality constraint Jacobian.:    68250
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    74504
                     variables with only lower bounds:        0
                variables with lower and upper bounds:    74504
                     variables with only upper bounds:        0
Total number of equality constraints.................:    69504
Total number of inequality constraints...............:    28650
        inequality constraints with only lower bounds:    13800
   inequality constraints with lower and upper bounds:     1050
        inequality constraints with only upper bounds:    13800

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 621 2.1564183e+003 1.38e-002 1.85e-001  -8.1 3.53e-003  -0.4 7.38e-001 8.08e-002h  1
 622 2.1555585e+003 1.42e-002 2.01e-001  -8.2 8.60e+002    -  1.89e-004 1.86e-004f  1
 623 2.1553757e+003 1.42e-002 2.06e-001  -7.7 7.67e+003    -  1.11e-004 4.45e-006f  1
 624 2.1552588e+003 1.20e-003 9.55e-002  -8.2 1.90e-003   0.0 1.00e+000 9.18e-001h  1
 625 2.1545328e+003 1.49e-003 1.11e-001  -7.7 9.24e+002    -  1.54e-004 1.45e-004f  1
 626 2.1545239e+003 1.14e-003 8.46e-002  -9.2 5.61e-004   0.9 9.97e-001 2.33e-001h  1
 627 2.1544535e+003 1.15e-003 8.48e-002  -8.4 1.79e+002    -  1.23e-005 7.36e-005h  1
 628 2.1544142e+003 8.62e-004 1.36e-001  -8.8 2.01e-003  -0.1 9.11e-001 2.52e-001h  1
 629 2.1543621e+003 9.66e-005 1.44e-002  -8.6 6.47e-004   0.3 1.00e+000 8.94e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 630 2.1520380e+003 3.37e-003 4.92e-002  -8.2 1.41e+003    -  4.88e-005 3.10e-004f  1
 631 2.1519807e+003 5.07e-005 2.65e-002  -8.6 7.81e-004   0.3 1.00e+000 9.87e-001h  1
 632 2.1518308e+003 2.27e-004 8.80e-002  -7.6 2.34e-003  -0.2 4.54e-001 1.00e+000h  1
 633 2.1508394e+003 7.26e-004 8.80e-002  -8.1 1.47e+003    -  6.58e-004 1.30e-004f  1
 634 2.1507294e+003 3.45e-004 6.20e-002  -7.6 2.80e-003  -0.2 1.00e+000 5.67e-001h  1
 635 2.1499779e+003 7.38e-004 7.12e-002  -8.1 1.58e+003    -  2.08e-004 9.25e-005f  1
 636 2.1499235e+003 5.51e-004 1.06e-001  -7.4 3.29e-003  -0.3 1.00e+000 2.65e-001h  1
 637 2.1489115e+003 1.29e-003 1.09e-001  -5.4 7.00e+002    -  1.02e-004 2.84e-004f  1
 638 2.1488324e+003 3.67e-005 3.88e-002  -7.9 1.10e-003   0.1 1.00e+000 1.00e+000h  1
 639 2.1488273e+003 4.58e-008 2.32e-003  -8.4 9.07e-005   1.5 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 640 2.1488199e+003 1.64e-007 5.82e-002  -9.4 1.64e-004   1.0 1.00e+000 5.70e-001h  1
 641 2.1488179e+003 1.08e-007 9.69e-002 -10.3 6.14e-005   1.4 1.00e+000 4.12e-001h  1
 642 2.1488134e+003 1.64e-007 8.25e-002 -11.0 1.81e-004   0.9 1.00e+000 3.43e-001h  1
 643 2.1488067e+003 3.85e-007 7.81e-002 -11.0 5.35e-004   0.5 1.00e+000 1.76e-001h  1
 644 2.1487965e+003 3.84e-007 7.81e-002 -11.0 2.20e+001    -  1.16e-004 3.45e-005f  1
 645 2.1487830e+003 3.69e-007 7.81e-002 -10.6 1.18e+002    -  1.90e-005 9.20e-006f  1
 646 2.1487754e+003 7.10e-007 1.80e-001 -10.9 1.84e-003  -0.1 1.00e+000 6.11e-002h  1
 647 2.1487671e+003 1.03e-006 1.50e-001  -9.4 6.62e-004   0.4 6.63e-001 1.77e-001h  1
 648 2.1487517e+003 2.58e-006 2.42e-001  -9.4 2.03e-003  -0.1 1.00e+000 1.13e-001h  1
 649 2.1484414e+003 6.79e-005 2.42e-001  -9.4 3.95e+002    -  6.62e-005 8.30e-005f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 650 2.1483429e+003 7.08e-005 2.42e-001  -9.5 1.76e+002    -  3.23e-004 7.95e-005f  1
 651 2.1483362e+003 1.16e-005 2.65e-002  -9.5 1.08e-004   1.2 1.00e+000 8.37e-001h  1
 652 2.1483333e+003 5.41e-008 2.26e-001  -9.2 3.92e-005   1.6 1.00e+000 1.00e+000h  1
 653 2.1483263e+003 3.33e-007 3.77e-002  -9.5 1.15e-004   1.1 1.00e+000 8.34e-001h  1
 654 2.1483237e+003 1.02e-007 7.48e-003 -10.1 4.32e-005   1.5 1.00e+000 8.25e-001h  1
 655 2.1483212e+003 1.17e-007 3.43e-002 -10.4 1.30e-004   1.1 1.00e+000 2.66e-001h  1
 656 2.1483148e+003 3.82e-007 7.98e-002 -11.0 3.91e-004   0.6 1.00e+000 2.33e-001h  1
 657 2.1483076e+003 7.32e-007 9.12e-002 -10.5 1.17e-003   0.1 1.00e+000 8.93e-002h  1
 658 2.1481560e+003 4.65e-005 9.12e-002  -9.7 6.62e+001    -  1.16e-004 1.14e-004f  1
 659 2.1481200e+003 4.64e-005 9.12e-002  -9.8 3.73e+001    -  1.92e-004 9.94e-005f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 660 2.1480189e+003 4.49e-005 9.12e-002  -9.8 5.99e+002    -  2.54e-005 1.95e-005f  1
 661 2.1480187e+003 4.48e-005 1.21e-001  -9.8 1.55e-003  -0.0 9.85e-001 1.97e-003h  1
 662 2.1479836e+003 1.29e-005 2.80e+000  -8.5 6.08e-004   0.4 3.20e-002 9.25e-001h  1
 663 2.1479793e+003 9.37e-006 2.04e+000  -8.8 2.25e-004   0.8 1.00e+000 2.81e-001h  1
 664 2.1479372e+003 1.39e-005 2.12e-003  -8.4 6.29e-004   0.4 1.00e+000 1.00e+000h  1
 665 2.1478532e+003 6.21e-005 3.11e-002  -8.0 1.89e-003  -0.1 1.00e+000 6.79e-001h  1
 666 2.1478049e+003 1.55e-005 1.07e-002  -8.6 7.37e-004   0.3 1.00e+000 1.00e+000h  1
 667 2.1477039e+003 8.72e-005 3.44e-002  -8.0 2.21e-003  -0.2 1.00e+000 7.36e-001h  1
 668 2.1447271e+003 4.10e-002 3.60e-001  -8.5 4.91e+001    -  1.23e-003 2.32e-003f  1
 669 2.1446246e+003 3.20e-002 3.25e-001  -8.0 6.37e-003  -0.2 1.00e+000 2.20e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 670 2.1445582e+003 2.02e-002 1.90e-001  -8.1 2.52e-003   0.2 1.00e+000 3.70e-001h  1
 671 2.1444148e+003 6.19e-003 5.68e-002  -8.1 2.58e-003  -0.3 1.00e+000 6.96e-001h  1
 672 2.1434644e+003 9.17e-003 1.45e-001  -7.7 6.25e+000    -  3.34e-003 8.00e-003h  1
 673 2.1434429e+003 8.15e-003 1.34e-001 -11.0 4.05e-003  -0.3 2.81e-001 1.11e-001h  1
 674 2.1433876e+003 8.16e-003 1.37e-001  -7.7 3.43e+000    -  8.43e-004 8.99e-004h  1
 675 2.1433575e+003 2.19e-006 2.34e-002  -8.7 8.07e-004   0.5 1.00e+000 1.00e+000h  1
 676 2.1433078e+003 1.75e-005 8.45e-003  -7.9 1.10e-003   0.1 8.47e-001 8.07e-001h  1
 677 2.1420819e+003 1.85e-003 7.65e-002  -8.0 2.33e+001    -  3.07e-003 5.25e-003f  1
 678 2.1419833e+003 1.41e-005 8.53e-002  -8.2 1.67e-003   0.0 1.00e+000 1.00e+000h  1
 679 2.1417926e+003 4.95e-005 9.26e-002  -6.2 9.57e+000    -  8.33e-004 1.93e-003f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 680 2.1375502e+003 2.21e-002 4.26e-001  -7.8 1.53e+003    -  1.72e-005 3.41e-004f  1
 681 2.1372969e+003 2.21e-002 4.36e-001  -7.6 1.32e+002    -  4.49e-003 2.85e-004h  1
 682 2.1362309e+003 2.26e-002 4.81e-001  -7.8 3.91e+002    -  5.07e-004 4.36e-004f  1
 683 2.1360307e+003 2.55e-006 1.33e-001  -7.4 2.12e-003   0.8 4.87e-001 1.00e+000h  1
 684 2.1354237e+003 2.02e-004 1.34e-001  -7.4 6.30e+001    -  5.49e-003 1.47e-003f  1
 685 2.1334827e+003 2.04e-003 1.33e-001  -7.3 1.99e+003    -  1.36e-004 1.40e-004f  1
 686 2.1334200e+003 2.66e-007 1.18e-002  -7.9 7.70e-004   1.2 1.00e+000 1.00e+000h  1
 687 2.1333374e+003 1.23e-006 1.37e-002  -8.0 1.49e-003   0.7 1.00e+000 9.02e-001h  1
 688 2.1332663e+003 3.74e-006 2.78e-002  -8.5 2.13e-003   0.2 1.00e+000 7.21e-001h  1
 689 2.1332094e+003 8.78e-006 3.53e-002  -8.2 2.17e-003  -0.2 1.00e+000 4.79e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 690 2.1331750e+003 5.28e-006 9.03e-003  -8.3 1.19e-003   0.2 1.00e+000 7.71e-001h  1
 691 2.1320570e+003 6.06e-004 3.96e-002  -8.7 3.43e+001    -  3.69e-004 4.65e-003f  1
 692 2.1320156e+003 7.66e-006 2.54e-002  -8.3 1.60e-003   0.1 1.00e+000 1.00e+000h  1
 693 2.1315256e+003 1.18e-004 3.64e-002  -8.1 8.70e+001    -  1.43e-003 8.14e-004f  1
 694 2.1302562e+003 8.99e-004 8.71e-002  -8.0 9.64e+003    -  1.86e-005 1.92e-005f  1
 695 2.1297064e+003 1.06e-003 1.13e-001  -8.5 9.83e+002    -  7.51e-004 8.66e-005f  1
 696 2.1296475e+003 9.44e-006 2.77e-002  -7.8 1.59e-003   0.0 1.00e+000 1.00e+000h  1
 697 2.1291316e+003 1.42e-004 3.07e-002  -7.8 1.06e+002    -  4.12e-003 7.17e-004f  1
 698 2.1290981e+003 1.72e-005 1.51e-002  -7.8 1.63e-003  -0.0 9.87e-001 1.00e+000h  1
 699 2.1289550e+003 8.17e-005 3.13e-002  -7.9 2.93e-003  -0.5 1.00e+000 9.04e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 700 2.1289182e+003 2.73e-005 3.95e-002  -8.2 2.12e-003  -0.1 1.00e+000 9.95e-001h  1
 701 2.1285483e+003 7.65e-005 3.44e-002  -8.7 1.35e+002    -  1.77e-003 4.06e-004f  1
 702 2.1248124e+003 8.49e-003 1.21e-001  -8.3 1.02e+004    -  6.43e-006 5.50e-005f  1
 703 2.1240046e+003 8.94e-003 1.44e-001  -8.6 6.52e+002    -  1.32e-003 1.91e-004f  1
 704 2.1223873e+003 1.09e-002 1.88e-001  -8.3 3.34e+002    -  4.56e-004 7.59e-004f  1
 705 2.1200887e+003 1.50e-002 2.84e-001  -8.4 6.49e+003    -  5.36e-005 5.57e-005f  1
 706 2.1188912e+003 1.62e-002 3.45e-001  -8.0 3.33e+004    -  4.56e-005 5.50e-006f  1
 707 2.1190331e+003 1.93e-005 1.45e-001  -8.2 5.52e-003   0.2 1.00e+000 1.00e+000h  1
 708 2.1189982e+003 1.93e-005 1.45e-001  -6.2 1.70e+001    -  8.33e-004 3.23e-004f  1
 709 2.1164588e+003 6.91e-003 1.26e-001  -7.8 7.33e+003    -  1.84e-005 6.03e-005f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 710 2.1162737e+003 1.18e-006 2.40e-002  -8.6 1.59e-003   1.1 1.00e+000 1.00e+000h  1
 711 2.1161780e+003 8.81e-006 2.91e-002  -6.6 1.15e+002    -  7.07e-005 1.33e-004f  1
 712 2.1161054e+003 3.83e-006 6.60e-002  -8.7 2.30e-003   0.6 1.00e+000 5.70e-001h  1
 713 2.1160758e+003 4.67e-006 6.61e-002  -8.4 1.36e+002    -  1.30e-004 3.50e-005f  1
 714 2.1160361e+003 1.47e-006 8.50e-002  -9.0 1.91e-003   0.5 1.00e+000 7.43e-001h  1
 715 2.1160228e+003 2.49e-007 2.68e-002  -9.1 3.40e-004   0.9 1.00e+000 9.64e-001h  1
 716 2.1160129e+003 4.06e-007 1.38e-002 -10.0 4.14e-004   0.5 1.00e+000 5.09e-001h  1
 717 2.1159997e+003 1.22e-006 2.70e-002 -10.4 9.23e-004  -0.0 1.00e+000 3.04e-001h  1
 718 2.1154993e+003 2.42e-004 5.79e-002 -10.1 3.39e+003    -  6.87e-006 2.38e-005f  1
 719 2.1153766e+003 2.57e-004 7.07e-002  -9.4 3.38e+003    -  3.08e-005 5.86e-006f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 720 2.1152210e+003 2.80e-004 8.71e-002  -9.3 3.32e+003    -  4.63e-005 7.56e-006f  1
 721 2.1152146e+003 2.80e-004 8.72e-002  -9.0 1.10e+000    -  3.67e-003 6.34e-004h  1
 722 2.1152055e+003 1.80e-004 5.64e-002  -9.5 6.66e-004   0.3 1.00e+000 3.56e-001h  1
 723 2.1151762e+003 9.72e-005 4.04e-002  -8.7 1.70e-003  -0.2 3.13e-001 4.55e-001h  1
 724 2.1150429e+003 1.04e-004 4.36e-002  -8.7 6.44e+001    -  1.62e-004 2.73e-004f  1
 725 2.1150324e+003 4.67e-007 6.21e-003  -9.3 2.84e-004   0.7 1.00e+000 1.00e+000h  1
 726 2.1150127e+003 1.85e-006 9.18e-003  -8.9 8.63e-004   0.2 8.39e-001 6.51e-001h  1
 727 2.1146323e+003 7.10e-005 2.92e-002  -8.7 1.25e+003    -  3.64e-005 4.84e-005f  1
 728 2.1145994e+003 6.77e-006 1.46e-002  -8.9 9.84e-004   0.2 1.00e+000 9.52e-001h  1
 729 2.1140266e+003 1.68e-004 5.35e-002  -8.4 1.11e+003    -  8.86e-005 8.49e-005f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 730 2.1139890e+003 6.43e-006 1.79e-002  -8.4 1.07e-003   0.1 9.40e-001 1.00e+000h  1
 731 2.1139741e+003 1.14e-006 3.09e-003  -8.8 4.19e-004   0.5 1.00e+000 9.81e-001h  1
 732 2.1139593e+003 1.73e-006 1.70e-002  -9.5 1.28e-003   0.1 1.00e+000 3.40e-001h  1
 733 2.1139433e+003 1.20e-006 3.84e-003  -9.3 4.59e-004   0.5 1.00e+000 9.83e-001h  1
 734 2.1139152e+003 4.08e-006 7.71e-003  -9.6 1.38e-003   0.0 1.00e+000 5.82e-001h  1
 735 2.1138972e+003 1.48e-006 3.36e-003  -9.6 5.15e-004   0.4 1.00e+000 9.99e-001h  1
 736 2.1135880e+003 2.32e-004 4.73e-002  -9.1 7.66e+001    -  4.19e-004 3.94e-004f  1
 737 2.1132536e+003 5.09e-004 9.76e-002  -8.9 1.49e+002    -  5.65e-004 2.81e-004f  1
 738 2.1125831e+003 5.34e-004 2.17e-001  -9.0 5.16e+002    -  1.36e-004 1.74e-004f  1
 739 2.1125579e+003 2.51e-006 4.59e-002  -9.4 7.12e-004   0.3 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 740 2.1124968e+003 2.09e-005 5.01e-002  -8.8 2.04e-003  -0.1 2.76e-001 9.16e-001h  1
 741 2.1121096e+003 1.40e-004 7.22e-002  -8.3 3.38e+002    -  4.18e-004 1.46e-004f  1
 742 2.1120994e+003 1.22e-004 6.99e-002  -8.3 2.18e-003  -0.2 6.23e-001 1.35e-001h  1
 743 2.1120954e+003 7.77e-008 1.38e-003  -9.1 1.01e-004   1.1 1.00e+000 1.00e+000h  1
 744 2.1120886e+003 2.79e-007 9.86e-003 -10.0 3.02e-004   0.7 1.00e+000 6.31e-001h  1
 745 2.1120730e+003 1.50e-006 8.45e-003 -10.5 9.35e-004   0.2 1.00e+000 4.97e-001h  1
 746 2.1120600e+003 2.25e-006 5.32e-002 -10.2 2.73e-003  -0.3 1.00e+000 1.39e-001h  1
 747 2.1120597e+003 2.23e-006 5.25e-002 -10.2 1.04e-003   0.1 1.00e+000 8.73e-003h  1
 748 2.1117389e+003 3.20e-004 7.57e-002  -9.4 7.65e+001    -  9.52e-004 2.39e-004f  1
 749 2.1117078e+003 9.84e-005 6.35e-002  -9.3 1.24e-003   0.1 1.00e+000 7.06e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 750 2.1113836e+003 3.98e-004 1.29e-001  -8.9 6.45e+000    -  6.96e-003 3.26e-003f  1
 751 2.1113534e+003 1.34e-004 9.35e-002  -8.8 1.36e-003   0.0 2.42e-001 6.74e-001h  1
 752 2.1113071e+003 9.68e-005 5.91e-002  -8.2 3.84e-003  -0.4 4.18e-001 3.68e-001h  1
 753 2.1112746e+003 3.66e-005 4.84e-002  -8.5 1.40e-003  -0.0 1.00e+000 6.83e-001h  1
 754 2.1108756e+003 4.25e-004 1.46e-001  -8.3 2.18e+001    -  4.14e-003 1.43e-003f  1
 755 2.1083581e+003 1.36e-002 1.14e+000  -7.7 9.15e+002    -  1.06e-004 2.70e-004f  1
 756 2.1083332e+003 2.62e-003 2.66e-001  -8.5 5.55e-004   1.3 7.68e-001 8.08e-001h  1
 757 2.1082093e+003 2.65e-003 2.64e-001  -6.5 9.25e+000    -  8.39e-003 1.32e-003h  1
 758 2.1081990e+003 1.49e-003 1.64e-001  -8.0 6.80e-004   0.8 1.00e+000 4.38e-001h  1
 759 2.1073827e+003 2.84e-003 2.95e-001  -6.0 1.13e+001    -  8.18e-003 8.16e-003h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 760 2.1073500e+003 3.28e-006 4.24e-002  -7.5 9.48e-004   0.3 1.00e+000 1.00e+000h  1
 761 2.1061775e+003 2.65e-003 4.66e-001  -7.7 2.14e+001    -  3.53e-003 7.59e-003f  1
 762 2.1061621e+003 2.07e-007 1.18e-001  -8.3 2.35e-004   1.2 1.00e+000 1.00e+000h  1
 763 2.1056845e+003 5.12e-004 2.64e-001  -9.4 5.48e+001    -  2.62e-004 1.30e-003f  1
 764 2.1056640e+003 2.22e-004 2.18e-001  -8.0 9.10e-004   0.2 1.00e+000 5.70e-001h  1
 765 2.1055910e+003 3.85e-005 7.97e-003  -7.7 2.53e-003  -0.3 1.00e+000 1.00e+000h  1
 766 2.1055565e+003 6.91e-006 1.73e-001  -8.2 8.95e-004   0.1 1.00e+000 9.97e-001h  1
 767 2.1050365e+003 9.02e-004 5.56e-001  -8.5 1.48e+002    -  5.56e-004 6.14e-004f  1
 768 2.1049910e+003 7.44e-004 4.45e-001  -8.2 7.23e-003  -0.8 1.00e+000 1.92e-001h  1
 769 2.1017320e+003 5.60e-002 5.07e+000  -8.3 1.74e+003    -  1.09e-004 3.66e-004f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 770 2.1016588e+003 1.68e-002 7.16e-001  -8.0 4.21e-003   0.0 5.93e-001 7.02e-001h  1
 771 2.1015344e+003 4.80e-003 2.62e-001  -7.7 3.08e-003  -0.4 1.00e+000 7.15e-001h  1
 772 2.1014896e+003 5.96e-004 8.34e-002  -7.4 1.48e-003  -0.0 9.03e-001 8.81e-001h  1
 773 2.1013525e+003 7.17e-004 2.35e-001  -7.2 8.42e-001    -  2.22e-001 1.17e-002h  1
 774 2.0947710e+003 8.59e-001 2.02e+001  -6.9 2.29e+003    -  2.51e-004 4.38e-004f  1
 775 2.0939429e+003 8.61e-001 2.13e+001  -6.9 2.15e+004    -  1.35e-004 8.46e-006f  1
 776 2.0931717e+003 3.72e-001 1.88e+001  -6.2 3.10e-002   0.4 1.74e-001 5.98e-001h  1
 777 2.0916747e+003 3.76e-001 1.90e+001  -6.1 5.99e+001    -  6.30e-002 4.23e-003h  1
 778 2.0807540e+003 5.33e-001 1.79e+001  -6.2 1.09e+003    -  2.56e-003 1.92e-003f  1
 779 2.0779759e+003 1.65e-002 1.29e+001  -6.2 1.55e-002  -0.2 1.00e+000 1.00e+000h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 780 2.0739233e+003 3.37e-002 1.62e+001  -5.8 2.20e+001    -  1.42e-002 3.57e-002f  1
 781 2.0745188e+003 1.07e-004 4.26e+000  -6.3 2.12e-002   0.3 1.00e+000 1.00e+000h  1
 782 2.0704446e+003 1.54e-002 3.87e+000  -4.8 3.56e+001    -  7.22e-002 2.22e-002f  1
 783 2.0686946e+003 1.85e-005 4.61e-001  -6.9 9.74e-003   0.7 1.00e+000 1.00e+000h  1
 784 2.0683485e+003 1.34e-005 3.46e-001  -7.4 4.05e-003   0.2 9.95e-001 7.34e-001h  1
 785 2.0655770e+003 6.80e-003 3.04e-001  -5.4 3.66e+001    -  1.21e-003 1.57e-002f  1
 786 2.0654000e+003 1.16e-005 6.19e-002  -7.1 2.09e-003   0.6 1.00e+000 1.00e+000h  1
 787 2.0651961e+003 3.79e-005 1.42e-001  -6.7 2.22e-003   0.2 1.00e+000 8.27e-001h  1
 788 2.0649821e+003 9.21e-005 2.18e-001  -7.1 5.02e-003  -0.3 1.00e+000 4.82e-001h  1
 789 2.0647666e+003 1.38e-004 2.08e-001  -7.4 7.77e-003  -0.8 1.00e+000 3.10e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 790 2.0640840e+003 3.89e-004 2.30e-001 -11.0 5.79e+001    -  3.00e-003 2.12e-003f  1
 791 2.0640414e+003 1.24e-006 5.79e-002  -7.6 8.08e-004   1.0 1.00e+000 1.00e+000h  1
 792 2.0628729e+003 1.05e-003 1.81e-001  -5.6 3.81e+001    -  9.73e-003 5.72e-003f  1
 793 2.0628121e+003 6.73e-006 4.19e-003  -7.0 8.36e-004   0.5 1.00e+000 1.00e+000h  1
 794 2.0608581e+003 2.60e-003 8.04e-002  -7.6 6.24e+001    -  3.83e-003 5.70e-003f  1
 795 2.0607959e+003 1.76e-004 7.82e-002  -7.3 8.98e-004   0.4 1.00e+000 9.32e-001h  1
 796 2.0586657e+003 3.02e-003 2.00e-001  -7.4 1.03e+002    -  2.26e-003 3.81e-003f  1
 797 2.0585999e+003 1.05e-005 1.26e-001  -7.0 9.12e-004   0.4 1.00e+000 1.00e+000h  1
 798 2.0585451e+003 1.42e-005 1.13e-001  -7.5 2.28e-003  -0.1 1.00e+000 3.29e-001h  1
 799 2.0585057e+003 9.27e-006 1.04e-001  -9.0 9.16e-004   0.3 1.00e+000 6.11e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 800 2.0580054e+003 1.44e-004 1.03e-001  -9.1 1.45e+002    -  5.49e-004 5.93e-004f  1
 801 2.0569930e+003 7.43e-004 2.36e-001  -7.3 7.03e+003    -  2.10e-005 2.53e-005f  1
 802 2.0556805e+003 1.71e-003 4.17e-001  -7.1 4.64e+003    -  1.06e-004 5.11e-005f  1
 803 2.0555861e+003 1.72e-003 4.30e-001  -7.3 1.38e+003    -  3.17e-005 1.26e-005f  1
 804 2.0555852e+003 1.67e-003 4.20e-001  -8.6 4.19e-004   0.7 1.00e+000 2.45e-002h  1
 805 2.0555396e+003 7.07e-004 1.80e-001  -8.2 1.17e-003   0.2 1.00e+000 5.78e-001h  1
 806 2.0548366e+003 9.71e-004 1.87e-001  -8.7 7.81e+001    -  4.15e-004 1.69e-003f  1
 807 2.0499678e+003 1.37e-002 8.23e-001  -8.4 1.90e+004    -  8.11e-006 5.05e-005f  1
 808 2.0498735e+003 1.37e-002 8.33e-001  -7.9 5.71e+002    -  1.26e-003 3.69e-005h  1
 809 2.0493834e+003 1.38e-002 8.60e-001  -8.7 2.17e+002    -  1.71e-003 5.24e-004h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 810 2.0485958e+003 1.40e-002 9.49e-001  -8.6 3.46e+003    -  4.89e-005 5.48e-005f  1
 811 2.0485523e+003 1.17e-002 7.94e-001  -8.7 3.07e-003   0.0 9.05e-001 1.66e-001h  1
 812 2.0484626e+003 1.17e-002 7.96e-001  -6.6 1.04e+002    -  4.58e-003 1.93e-004h  1
 813 2.0443868e+003 1.95e-002 1.25e+000  -7.3 2.17e+004    -  1.25e-005 4.47e-005f  1
 814 2.0438275e+003 1.97e-002 1.30e+000  -7.6 1.22e+003    -  3.12e-004 1.15e-004f  1
 815 2.0437474e+003 1.50e-002 1.02e+000  -8.1 3.64e-003   0.4 1.00e+000 2.37e-001h  1
 816 2.0436860e+003 1.20e-002 8.23e-001  -8.1 2.84e-003  -0.1 1.00e+000 1.99e-001h  1
 817 2.0434377e+003 1.20e-002 8.21e-001  -6.1 1.29e+002    -  1.57e-003 4.43e-004h  1
 818 2.0433181e+003 6.93e-006 2.38e-002  -7.3 1.76e-003   0.4 9.85e-001 1.00e+000h  1
 819 2.0431607e+003 1.59e-005 2.36e-002  -7.5 9.37e+001    -  2.31e-003 3.85e-004f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 820 2.0366558e+003 4.24e-002 6.79e-001  -7.3 6.65e+003    -  7.02e-005 2.84e-004f  1
 821 2.0364403e+003 4.24e-002 6.80e-001  -7.3 1.78e+002    -  8.41e-004 2.71e-004h  1
 822 2.0350801e+003 4.36e-002 7.69e-001  -7.3 3.71e+003    -  4.91e-005 8.35e-005f  1
 823 2.0340500e+003 2.02e-002 4.07e-001  -7.3 1.56e-002  -0.2 9.59e-001 5.37e-001h  1
 824 2.0335336e+003 2.03e-002 4.09e-001  -5.3 4.39e+001    -  4.66e-004 2.75e-003h  1
 825 2.0382379e+003 8.40e-005 1.02e+000  -7.5 3.52e-002   0.2 1.00e+000 1.00e+000h  1
 826 2.0379295e+003 8.31e-005 1.02e+000  -6.8 1.22e+002    -  7.94e-004 5.70e-004f  1
 827 2.0317547e+003 2.58e-002 7.13e-001  -7.2 9.18e+003    -  1.02e-005 1.54e-004f  1
 828 2.0296943e+003 2.17e-002 6.48e-001  -7.5 3.57e-002  -0.3 1.00e+000 1.60e-001h  1
 829 2.0283798e+003 1.69e-002 4.82e-001  -8.3 1.92e-002  -0.8 4.19e-001 2.22e-001h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 830 2.0283021e+003 1.69e-002 4.83e-001  -5.7 7.95e+001    -  6.69e-003 2.16e-004h  1
 831 2.0263447e+003 1.11e-005 1.09e-001  -7.9 1.05e-002   0.5 1.00e+000 1.00e+000h  1
 832 2.0261710e+003 1.21e-006 2.01e-002  -8.0 2.43e-003   0.9 1.00e+000 9.40e-001h  1
 833 2.0260135e+003 1.52e-005 2.09e-002  -6.0 6.75e+001    -  1.14e-003 4.89e-004f  1
 834 2.0259740e+003 7.15e-007 1.71e-002  -8.6 7.25e-004   1.4 1.00e+000 9.58e-001h  1
 835 2.0258433e+003 1.10e-005 1.71e-002  -6.6 1.13e+002    -  1.57e-003 2.36e-004f  1
 836 2.0244140e+003 1.39e-003 1.02e-001  -8.3 3.90e+003    -  1.39e-004 8.61e-005f  1
